r0c0,r0c1,r0c2,r1c0,r1c1,r1c2,r2c0,r2c1,r2c2,shape
20.360882156382267,22.36544549977386,22.967253285809758,22.34283129805518,23.875114784205692,26.865671641791046,23.41278681220762,26.68475802804161,31.298730229449767,circle
19.603475161505905,21.21212121212121,22.165292938293607,23.089099954771598,24.517906336088156,27.54409769335143,24.860770773000667,27.72501130710086,32.05613722432613,circle
22.143016261973713,24.129353233830848,24.103363778124304,25.260063319764814,26.492194674012854,29.579375848032562,26.576074849632437,30.370872908186342,34.3951882379149,circle
17.086210737357987,17.729534147444596,17.24214747159724,26.096788783355944,26.124885215794308,27.815468113975577,33.99420806415683,37.15513342379014,40.1871240810871,circle
15.370906660726218,15.943012211668927,15.259523279126755,23.65445499773858,24.40312213039486,26.255088195386705,31.521496992648697,34.57711442786069,37.914903096458005,circle
15.66050345288483,15.60379918588874,14.769436400089106,23.473541383989144,23.714416896235075,25.01130710085934,31.655157050568057,34.509271822704655,37.24660280686122,circle
21.920249498774783,22.455902306648575,22.098462909333925,24.64947987336047,24.54086317722681,25.98371777476255,25.06126085987971,27.6797829036635,29.71708621073736,circle
14.36845622633103,14.880144730890999,14.925373134328357,22.63681592039801,21.85491276400367,23.903211216644053,29.20472265537982,32.36092265943012,35.018935174871906,circle
16.44018712408109,15.49072817729534,15.415460013366006,23.31524197195839,23.0257116620753,25.192220714608776,30.719536645132546,34.170058796924465,36.689685898863885,circle
16.23969703720205,15.649027589326097,15.148139897527289,22.274988692899143,22.842056932966024,24.491180461329716,28.80374248162174,32.4966078697422,34.952105145912235,circle
19.84851860102473,21.483491632745363,21.83114279349521,24.265038444142924,25.482093663911847,26.45861601085482,26.375584762753395,30.05427408412483,31.81109378480731,circle
20.316328803742483,21.25734961555857,20.494542214301624,22.772501130710086,23.324150596877868,24.491180461329716,24.392960570282916,26.820443238353686,28.580975718422813,circle
19.58119848518601,20.850293984622343,20.51681889062152,22.274988692899143,22.474747474747474,24.513794663048394,23.100913343729115,25.734961555857076,28.6255290710626,circle
17.77678770327467,18.091361374943464,19.06883492982847,18.973315241971957,18.27364554637282,21.099050203527817,22.298952996212964,24.151967435549526,27.378035197148588,circle
18.467364669191358,17.865219357756672,17.286700824237027,23.111714156490276,23.07162534435262,23.835368611488015,27.533971931387835,30.777928539122566,33.726887948318115,circle
17.509467587435953,17.480777928539123,17.576297616395635,19.17684305744007,19.903581267217632,21.890547263681594,21.47471597237692,25.260063319764814,30.407663176654044,circle
21.18511918021831,18.792401628222525,17.01938070839831,19.222071460877434,19.123048668503216,21.754862053369518,27.066161728670085,30.370872908186342,34.81844508799287,circle
17.509467587435953,17.91044776119403,18.155491200712852,20.03618272274989,19.788797061524335,21.664405246494802,23.256850077968366,25.64450474898236,29.71708621073736,circle
15.794163510804188,15.58118498417006,16.373357095121406,20.556309362279514,20.546372819100092,23.790140208050655,26.642904878592116,29.715061058344638,33.860548006237465,circle
24.14791713076409,24.423337856173678,23.301403430608154,27.114427860696516,26.584022038567497,28.58435097241067,28.447315660503453,30.009045680687475,31.43239028736912,circle
19.180218311427936,21.121664405246495,23.07863666740922,24.694708276797826,23.806244260789715,25.96110357304387,30.429939852973938,31.365897783808233,33.815994653597684,circle
22.232122967253286,22.840343735866124,23.70238360436623,25.237449118046136,25.803489439853077,28.448665762098596,26.53152149699265,28.968792401628225,31.32100690576966,circle
22.92269993316997,21.732247851650836,19.22477166406772,25.01130710085934,24.517906336088156,24.943464495703303,29.516596123858317,31.094527363184078,32.41256404544442,circle
22.90042325685008,23.224785165083674,23.85832033860548,26.70737222976029,26.9742883379247,29.466304839439168,28.692359100022273,30.574400723654456,31.85564713744709,circle
20.850969035419915,18.837630031659884,17.732234350634883,24.943464495703303,23.553719008264462,25.554047942107644,31.36556025840945,33.310719131614654,35.10804188015148,circle
20.539095566941413,19.65174129353234,18.667854756070394,24.016282225237447,23.530762167125804,24.129353233830848,26.308754733793716,27.27272727272727,29.338382713299175,circle
17.84361773223435,17.639077340569877,18.28915125863221,21.32519222071461,20.98255280073462,23.857982813206693,23.43506348852751,24.98869289914066,29.09333927378035,circle
18.756961461349967,19.222071460877434,19.67030519046558,23.224785165083674,24.426078971533517,26.20985979194934,25.284027623078636,28.177295341474444,31.588327021608375,circle
53.241256404544444,48.10040705563093,44.46424593450657,16.530981456354592,15.909090909090908,16.98326549072818,22.744486522610828,24.78516508367255,27.71218534194698,circle
19.247048340387614,18.113975576662146,16.863443974159058,22.63681592039801,21.395775941230486,22.953414744459522,28.670082423702382,32.51922207146088,35.085765203831585,circle
21.2296725328581,17.345092718227047,15.927823568723545,21.68701944821348,20.270890725436182,22.048846675712348,28.78146580530185,32.994120307553146,35.798618846068166,circle
18.868344842949433,22.749886928991405,24.214747159723768,20.443238353686116,22.451790633608816,26.16463138851198,20.16039206950323,23.156942559927636,25.996881265315213,circle
19.759411895745156,20.013568521031207,20.115838716863443,22.34283129805518,21.487603305785125,23.790140208050655,23.836043662285586,24.71732247851651,27.489418578748047,circle
21.563822677656493,22.25237449118046,22.85586990421029,24.151967435549526,23.94398530762167,25.554047942107644,24.638004009801737,27.204884667571232,29.761639563377145,circle
17.754511026954777,17.865219357756672,18.311427934952103,21.393034825870647,20.638200183654728,23.36047037539575,25.774114502116284,27.951153324287652,31.499220316328802,circle
18.13321452439296,20.21709633649932,21.296502561817775,24.378109452736318,24.770431588613405,27.363184079601986,30.697259968812652,32.971506105834465,35.66495878814881,circle
17.46491423479617,17.54862053369516,18.534194698151037,25.870646766169152,25.27548209366391,28.01899592944369,36.310982401425704,37.99185888738128,40.87770104700379,circle
19.536645132546223,20.556309362279514,19.42526175094676,25.68973315241972,26.33149678604224,27.340569877883308,26.66518155491201,30.50655811849842,33.058587658721315,circle
19.00200490086879,19.53867028493894,18.311427934952103,25.0565355042967,24.885215794306703,26.096788783355944,27.355758520828694,29.715061058344638,31.900200490086878,circle
17.487190911116063,18.24966078697422,18.222321229672534,23.790140208050655,23.324150596877868,25.621890547263682,27.155268433949654,29.805517865219354,33.16997104032078,circle
20.42771218534195,21.37042062415197,21.496992648696814,21.98100407055631,22.26813590449954,24.943464495703303,22.365783025172643,25.486205336951606,29.115615950100242,circle
21.786589440855426,22.36544549977386,22.967253285809758,24.423337856173678,25.114784205693297,26.187245590230663,25.350857652038318,27.589326096788785,30.719536645132546,circle
18.823791490309645,20.488466757123476,21.2296725328581,20.759837177747624,22.107438016528928,24.71732247851651,22.744486522610828,24.468566259611034,27.355758520828694,circle
21.519269325016708,21.25734961555857,21.006905769659166,24.423337856173678,25.02295684113866,25.734961555857076,25.217197594118957,27.634554500226145,30.09578970817554,circle
21.073735798618845,21.393034825870647,21.719759411895744,24.807779285391227,25.94123048668503,27.25011307100859,26.420138115393183,29.69244685662596,30.89775005569169,circle
21.006905769659166,21.845318860244234,22.677656493651146,25.282677521483492,26.675849403122132,28.222523744911804,26.175094675874362,29.534147444595206,31.343283582089555,circle
21.05145912229895,22.3202170963365,22.967253285809758,24.73993668023519,26.584022038567497,28.855721393034827,25.506794386277566,29.782903663500676,32.05613722432613,circle
16.529293829360657,16.689280868385346,15.52684339496547,23.111714156490276,22.796143250688704,24.92085029398462,29.895299621296502,32.79059249208503,33.392737803519715,circle
18.04410781911339,17.978290366350066,16.841167297839164,25.146992311171417,24.196510560146926,25.37313432835821,30.964580084651374,33.53686114880145,34.150144798396084,circle
18.333704611271997,17.684305744007236,15.749610158164401,23.383084577114428,22.061524334251605,22.682044323835367,30.608153263533083,32.04432383536861,32.32345734016484,circle
20.628202272220985,17.84260515603799,16.351080418801516,24.78516508367255,23.255280073461893,24.265038444142924,31.788817108487414,34.71279963817277,34.640231677433725,circle
4.945422143016262,5.382180009045681,4.143461795500111,4.929895974672094,0.0,4.929895974672094,5.034528848295834,4.658525554047943,4.4107819113388285,circle
1.6930274003118733,5.676164631388512,3.1632880374248162,5.178652193577567,0.0,4.884667571234735,0.8019603475161505,5.4274084124830395,5.858765872131878,circle
5.346402316774338,4.929895974672094,3.942971708621074,4.74898236092266,0.0,5.06558118498417,5.502339051013589,4.658525554047943,5.4355090220539095,circle
3.7647582980619294,5.269109000452285,4.254845177099577,5.042966983265491,0.0,4.74898236092266,5.079082200935621,4.658525554047943,5.301848964134551,circle
4.5444419692581866,6.286748077792854,2.9627979505457787,5.201266395296246,0.0,4.72636815920398,1.7153040766317666,5.223880597014925,4.121185119180218,circle
5.123635553575406,6.490275893260968,3.452884829583426,4.703753957485301,0.0,5.042966983265491,4.321675206059257,4.8168249660786975,5.123635553575406,circle
4.9231454666963685,5.382180009045681,4.098908442860325,4.8168249660786975,0.0,5.06558118498417,3.8984183559812875,4.975124378109453,5.8142125194920915,circle
5.72510581421252,1.1533242876526457,4.945422143016262,0.0,12.419651056014693,0.18091361374943465,4.299398529739363,1.1080958842152873,6.348852751169526,cross
4.5444419692581866,1.6056083220262325,4.032078413900646,0.22614201718679333,10.537190082644628,3.4599728629579376,4.121185119180218,0.0,4.900868790376476,cross
4.4107819113388285,1.7186793306196293,4.388505235018935,1.5151515151515151,9.641873278236915,3.6861148801447308,5.903319224771664,0.0,4.611271998217866,cross
0.0,4.364540931705111,0.0,4.1836273179556756,9.022038567493112,4.590682948891904,0.0,4.568068747173225,0.0,cross
0.0,3.505201266395296,0.0,3.8896426956128454,9.11386593204775,4.522840343735866,0.0,4.568068747173225,0.0,cross
0.0,3.5278154681139755,0.0,3.324287652645862,8.907254361799815,4.522840343735866,0.0,4.07055630936228,0.0,cross
0.0,3.8896426956128454,0.0,4.1157847127996385,9.13682277318641,4.703753957485301,0.0,4.454997738579828,0.0,cross
0.0,3.957485300768883,0.0,3.8670284938941655,9.022038567493112,4.72636815920398,0.0,3.6408864767073723,0.0,cross
0.0,3.233830845771144,0.0,4.1383989145183175,8.907254361799815,4.568068747173225,0.0,4.794210764360018,0.0,cross
0.0,3.7765716870194486,0.0,4.1383989145183175,8.907254361799815,4.74898236092266,0.0,4.500226142017187,0.0,cross
0.0,3.0981456354590686,0.0,3.4373586612392586,8.907254361799815,4.545454545454546,0.0,4.72636815920398,0.0,cross
0.0,3.573043871551334,0.0,3.821800090456807,9.044995408631772,4.635911352329263,0.0,4.681139755766622,0.0,cross
5.702829137892627,0.0,3.5419915348629982,0.7236544549977386,10.146923783287418,2.578018995929444,4.611271998217866,2.1709633649932156,6.282022722209845,cross
0.0,3.5504296698326545,0.0,3.573043871551334,9.11386593204775,4.545454545454546,0.0,4.74898236092266,0.0,cross
0.26732011583871684,4.477611940298507,1.4702606371129427,0.0,8.241505968778696,4.522840343735866,2.7623078636667406,2.2388059701492535,4.85631543773669,cross
2.1608376030296284,2.9172320217096335,3.319224771664068,0.5879692446856626,10.399449035812673,3.4373586612392586,4.900868790376476,0.0,5.101358877255514,cross
3.1632880374248162,2.03527815468114,4.009801737580753,0.0,10.76675849403122,3.4599728629579376,4.009801737580753,0.45228403437358666,5.8142125194920915,cross
0.0,4.047942107643601,2.183114279349521,2.2388059701492535,10.674931129476583,3.2564450474898234,3.0073513031855645,0.022614201718679332,3.2746714190242816,cross
3.675651592782357,1.7186793306196293,3.207841390064602,0.0,11.088154269972451,2.645861601085482,3.831588327021608,1.1533242876526457,3.586544887502784,cross
3.3860548006237465,1.8317503392130257,3.631098240142571,0.0,10.904499540863178,3.3921302578018993,4.744932056137224,0.31659882406151063,5.190465582535086,cross
3.69792826910225,2.148349163274536,3.6533749164624636,0.0,8.402203856749312,4.251469923111714,2.9405212742258855,2.8493894165535956,5.702829137892627,cross
1.247493873914012,3.211216644052465,2.472711071508131,0.0,8.884297520661157,5.382180009045681,4.388505235018935,0.8367254635911352,4.232568500779683,cross
0.0,4.613297150610583,4.967698819336155,1.4246947082767978,10.192837465564738,2.2388059701492535,5.123635553575406,0.0,5.747382490532413,cross
5.101358877255514,0.6331976481230213,5.72510581421252,1.4473089099954772,11.662075298438934,0.0,4.945422143016262,0.9950248756218906,5.591445756293161,cross
3.2969480953441743,2.5554047942107645,3.7647582980619294,0.0,10.445362718089992,2.397105382180009,5.101358877255514,1.3116236996834012,4.878592114056582,cross
4.121185119180218,3.731343283582089,0.6460236132768991,1.4246947082767978,10.996326905417815,0.9271822704658526,4.767208732457117,0.0,5.301848964134551,cross
4.254845177099577,1.6734509271822704,3.6088215638226777,0.0,11.225895316804408,1.5829941203075533,4.165738471820005,1.2211668928086838,4.232568500779683,cross
4.009801737580753,1.9900497512437811,2.0271775451102694,2.03527815468114,10.284664830119375,0.0,5.613722432613054,1.0854816824966078,5.613722432613054,cross
4.477611940298507,1.2663952962460425,3.8984183559812875,0.0,9.320477502295683,4.07055630936228,2.2053909556694142,2.7815468113975577,4.009801737580753,cross
3.742481621742036,0.6105834464043419,3.1187346847850304,2.3518769787426503,8.608815426997245,0.0,3.0073513031855645,6.0606060606060606,4.588995321897973,cross
3.40833147694364,0.045228403437358664,4.121185119180218,0.13568521031207598,11.753902662993571,0.7010402532790593,2.82913789262642,2.4197195838986882,4.945422143016262,cross
4.232568500779683,3.3016734509271823,1.247493873914012,1.3116236996834012,9.871441689623508,0.0,3.8984183559812875,3.595658073270014,3.787034974381822,cross
4.4107819113388285,0.022614201718679332,5.190465582535086,1.0628674807779286,12.695133149678602,0.4975124378109453,3.074181332145244,0.0,5.480062374693696,cross
5.546892403653375,0.9045680687471733,3.586544887502784,0.22614201718679333,12.580348943985308,0.18091361374943465,5.970149253731343,0.47489823609226595,5.1459122298953,cross
4.009801737580753,0.0,4.834038761416797,1.2663952962460425,9.274563820018365,2.5101763907734056,3.787034974381822,3.0303030303030303,5.680552461572733,cross
4.767208732457117,0.6331976481230213,3.920695032301181,0.0,9.4811753902663,2.6910900045228403,2.405881042548452,3.1886024423337855,4.633548674537759,cross
0.0,4.002713704206242,0.0,4.274084124830393,8.953168044077135,4.545454545454546,0.0,4.613297150610583,0.0,cross
0.0,3.8896426956128454,0.0,3.0755314337403887,8.976124885215794,4.635911352329263,0.0,4.72636815920398,0.0,cross
0.0,4.454997738579828,0.0,3.934871099050204,9.13682277318641,4.545454545454546,0.0,4.545454545454546,0.0,cross
0.0,4.047942107643601,0.0,4.364540931705111,8.953168044077135,4.613297150610583,0.0,3.753957485300769,0.0,cross
0.0,4.251469923111714,0.0,4.545454545454546,8.999081726354454,4.590682948891904,0.0,4.545454545454546,0.0,cross
0.0,4.07055630936228,0.0,3.753957485300769,9.182736455463727,4.794210764360018,0.0,4.8168249660786975,0.0,cross
0.0,3.6408864767073723,0.0,4.047942107643601,9.11386593204775,4.658525554047943,0.0,4.296698326549072,0.0,cross
0.0,3.4147444595205787,0.0,4.093170511080959,8.930211202938477,4.590682948891904,0.0,4.477611940298507,0.0,cross
0.0,4.047942107643601,0.0,4.047942107643601,9.044995408631772,4.590682948891904,0.0,3.7765716870194486,0.0,cross
4.254845177099577,1.2437810945273633,5.101358877255514,0.7010402532790593,11.662075298438934,1.1307100859339665,3.942971708621074,0.0,3.4306081532635333,cross
0.0,3.8896426956128454,0.0,3.7765716870194486,9.182736455463727,4.8394391677973765,0.0,4.568068747173225,0.0,cross
6.103809311650702,0.11307100859339667,2.0717308977500557,0.022614201718679332,10.146923783287418,4.341926729986431,4.945422143016262,1.6282225237449117,6.148362664290488,cross
4.366228558699042,0.0,3.3415014479839606,0.9497964721845319,5.762167125803489,5.156037991858888,1.848964134551125,7.259158751696066,3.965248384940967,cross
4.945422143016262,0.0,4.366228558699042,0.20352781546811397,7.575757575757576,3.7991858887381276,4.722655379817331,5.585707824513795,3.2523947427043884,cross
3.8093116507017153,1.8769787426503846,3.586544887502784,0.4975124378109453,9.871441689623508,3.5504296698326545,4.878592114056582,0.0,4.945422143016262,cross
5.992425930051237,0.18091361374943465,5.012252171975941,0.0,10.307621671258035,1.4246947082767978,4.009801737580753,2.736318407960199,6.37112942748942,cross
5.480062374693696,1.3116236996834012,4.188015148139898,0.022614201718679332,11.914600550964186,0.5653550429669832,4.834038761416797,0.6331976481230213,4.767208732457117,cross
5.390955669414123,0.7914970601537766,4.811762085096904,1.6056083220262325,10.973370064279155,1.854364540931705,3.787034974381822,0.0,5.390955669414123,cross
5.279572287814658,0.24875621890547264,5.0568055246157275,0.0,10.973370064279155,0.5653550429669832,2.5395411004678103,2.804161013116237,6.3265760748496325,cross
5.0568055246157275,0.0,5.346402316774338,0.5427408412483039,10.537190082644628,0.7688828584350972,5.279572287814658,3.1207598371777476,3.720204945422143,cross
5.480062374693696,0.4296698326549073,3.4751615059033196,0.0,8.47107438016529,3.7765716870194486,3.2969480953441743,4.545454545454546,5.903319224771664,cross
5.301848964134551,0.06784260515603799,5.524615727333481,1.9900497512437811,11.685032139577595,0.022614201718679332,5.346402316774338,0.2939846223428313,6.259746045889954,cross
0.0,3.844414292175486,0.0,4.251469923111714,8.976124885215794,4.545454545454546,0.13366005791935842,4.500226142017187,0.0,cross
0.0,3.9122568973315244,0.0,4.093170511080959,8.861340679522497,4.545454545454546,0.0,4.522840343735866,0.0,cross
0.0,3.0755314337403887,0.0,3.821800090456807,8.884297520661157,4.545454545454546,0.0,3.595658073270014,1.0470037870349744,cross
0.0,3.8896426956128454,0.0,3.9800995024875623,8.999081726354454,4.1383989145183175,0.0,4.1383989145183175,0.0,cross
0.0,3.8896426956128454,0.0,3.2790592492085033,8.976124885215794,4.658525554047943,0.0,3.6861148801447308,0.0,cross
0.0,3.7765716870194486,0.0,4.477611940298507,9.159779614325068,4.1383989145183175,0.0,3.3921302578018993,0.0,cross
0.0,3.6182722749886933,0.0,4.1610131162369965,9.044995408631772,4.635911352329263,0.0,3.346901854364541,0.0,cross
0.0,3.821800090456807,0.0,4.274084124830393,8.976124885215794,4.545454545454546,0.0,4.319312528267752,0.0,cross
0.0,4.364540931705111,0.0,4.545454545454546,8.884297520661157,4.545454545454546,0.0,4.545454545454546,0.0,cross
4.054355090220539,3.70872908186341,4.366228558699042,3.324287652645862,8.310376492194674,2.3292627770239713,2.9405212742258855,0.0,4.121185119180218,cross
0.0,4.341926729986431,0.0,4.681139755766622,8.884297520661157,4.545454545454546,0.0,4.590682948891904,0.0,cross
5.279572287814658,0.8593396653098146,5.279572287814658,1.2437810945273633,10.651974288337925,0.0,5.925595901091557,2.2161917684305745,5.123635553575406,cross
